Actual Label,Predicted Label,Video Path,Video ID,Sampling Strategy,Video Index,Correct
playing tennis,playing tennis,kinetics-dataset/val/playing tennis/R5CWAwtijVI_001618_001628.mp4,R5CWAwtijVI,position_mixed_5,5921,True
riding mountain bike,riding mountain bike,kinetics-dataset/val/riding mountain bike/RsKWxtQRseg_000122_000132.mp4,RsKWxtQRseg,position_mixed_5,5621,True
skiing (not slalom or crosscountry),skiing (not slalom or crosscountry),kinetics-dataset/val/skiing (not slalom or crosscountry)/5tV4H4r3sDI_000716_000726.mp4,5tV4H4r3sDI,position_mixed_5,6444,True
frying vegetables,frying vegetables,kinetics-dataset/val/frying vegetables/-eJVHxmkm-4_000204_000214.mp4,-eJVHxmkm-4,position_mixed_5,6279,True
playing recorder,playing recorder,kinetics-dataset/val/playing recorder/bRI6igVE5sU_000035_000045.mp4,bRI6igVE5sU,position_mixed_5,7208,True
tap dancing,tap dancing,kinetics-dataset/val/tap dancing/X7k8twydJIU_000237_000247.mp4,X7k8twydJIU,position_mixed_5,1238,True
dancing gangnam style,dancing gangnam style,kinetics-dataset/val/dancing gangnam style/5sCpQpPVwD0_000028_000038.mp4,5sCpQpPVwD0,position_mixed_5,2128,True
shaving head,shaving head,kinetics-dataset/val/shaving head/SaOe9f3f3Zg_000354_000364.mp4,SaOe9f3f3Zg,position_mixed_5,5521,True
playing drums,playing drums,kinetics-dataset/val/playing drums/FzmnCCZXJJs_000169_000179.mp4,FzmnCCZXJJs,position_mixed_5,5207,True
jumping into pool,jumping into pool,kinetics-dataset/val/jumping into pool/-2csq_1UhMQ_000002_000012.mp4,-2csq_1UhMQ,position_mixed_5,6957,True
throwing discus,throwing discus,kinetics-dataset/val/throwing discus/hseVr8WcD-k_000002_000012.mp4,hseVr8WcD-k,position_mixed_5,831,True
beatboxing,busking,kinetics-dataset/val/beatboxing/XAcMiXAKtE8_000004_000014.mp4,XAcMiXAKtE8,position_mixed_5,7144,False
opening present,egg hunting,kinetics-dataset/val/opening present/1f0Nce2SgOE_000996_001006.mp4,1f0Nce2SgOE,position_mixed_5,2682,False
reading book,opening present,kinetics-dataset/val/reading book/PsiGCxGW12A_000086_000096.mp4,PsiGCxGW12A,position_mixed_5,4693,False
hoverboarding,hoverboarding,kinetics-dataset/val/hoverboarding/tANnjywlx1w_000023_000033.mp4,tANnjywlx1w,position_mixed_5,1387,True
making pizza,making pizza,kinetics-dataset/val/making pizza/Mknk8iYDx4U_000263_000273.mp4,Mknk8iYDx4U,position_mixed_5,221,True
bobsledding,bobsledding,kinetics-dataset/val/bobsledding/-SWFnl5p1Xc_000125_000135.mp4,-SWFnl5p1Xc,position_mixed_5,3371,True
disc golfing,disc golfing,kinetics-dataset/val/disc golfing/_owWHGvn_b0_000112_000122.mp4,_owWHGvn_b0,position_mixed_5,3332,True
shredding paper,reading newspaper,kinetics-dataset/val/shredding paper/ps78Pxo0u_c_000096_000106.mp4,ps78Pxo0u_c,position_mixed_5,614,False
throwing discus,throwing discus,kinetics-dataset/val/throwing discus/E31BW-MAtQg_000002_000012.mp4,E31BW-MAtQg,position_mixed_5,845,True
cutting pineapple,cutting pineapple,kinetics-dataset/val/cutting pineapple/_qGGRGs1gmk_000004_000014.mp4,_qGGRGs1gmk,position_mixed_5,1024,True
kitesurfing,kitesurfing,kinetics-dataset/val/kitesurfing/_VXQK6qQmrQ_000137_000147.mp4,_VXQK6qQmrQ,position_mixed_5,2614,True
belly dancing,belly dancing,kinetics-dataset/val/belly dancing/8Ye63Vtt114_000099_000109.mp4,8Ye63Vtt114,position_mixed_5,3886,True
tickling,waxing legs,kinetics-dataset/val/tickling/-i1c-6xhoWk_000000_000010.mp4,-i1c-6xhoWk,position_mixed_5,4756,False
walking the dog,walking the dog,kinetics-dataset/val/walking the dog/klt-rafGwIc_000151_000161.mp4,klt-rafGwIc,position_mixed_5,3681,True
bobsledding,bobsledding,kinetics-dataset/val/bobsledding/_yi2J3Y3st8_000004_000014.mp4,_yi2J3Y3st8,position_mixed_5,3374,True
kicking soccer ball,kicking soccer ball,kinetics-dataset/val/kicking soccer ball/Sz9T02FzLBc_000034_000044.mp4,Sz9T02FzLBc,position_mixed_5,1709,True
making jewelry,making jewelry,kinetics-dataset/val/making jewelry/YAvhEr0J0K4_000702_000712.mp4,YAvhEr0J0K4,position_mixed_5,1636,True
using segway,hoverboarding,kinetics-dataset/val/using segway/SOX5yA1l24A_000299_000309.mp4,SOX5yA1l24A,position_mixed_5,2596,False
weaving basket,weaving basket,kinetics-dataset/val/weaving basket/oD0wHopSNLU_000000_000010.mp4,oD0wHopSNLU,position_mixed_5,5123,True
baking cookies,baking cookies,kinetics-dataset/val/baking cookies/-514AQUrSow_000058_000068.mp4,-514AQUrSow,position_mixed_5,5581,True
playing harmonica,playing harmonica,kinetics-dataset/val/playing harmonica/aBtwsG79BnQ_000004_000014.mp4,aBtwsG79BnQ,position_mixed_5,2748,True
jumpstyle dancing,krumping,kinetics-dataset/val/jumpstyle dancing/FPbfgv79y98_000073_000083.mp4,FPbfgv79y98,position_mixed_5,2693,False
crying,sneezing,kinetics-dataset/val/crying/eKzzadTZ7v4_000001_000011.mp4,eKzzadTZ7v4,position_mixed_5,3501,False
playing organ,playing piano,kinetics-dataset/val/playing organ/TN_QcKErOD8_000019_000029.mp4,TN_QcKErOD8,position_mixed_5,759,False
hitting baseball,catching or throwing baseball,kinetics-dataset/val/hitting baseball/3USSmzO001k_000058_000068.mp4,3USSmzO001k,position_mixed_5,5141,False
playing clarinet,playing clarinet,kinetics-dataset/val/playing clarinet/7KtJqEQ_PVk_000196_000206.mp4,7KtJqEQ_PVk,position_mixed_5,4242,True
hurling (sport),hurling (sport),kinetics-dataset/val/hurling (sport)/mRG0t1BWXxU_000042_000052.mp4,mRG0t1BWXxU,position_mixed_5,6599,True
waxing back,waxing chest,kinetics-dataset/val/waxing back/YkpkTy5Xs3w_000043_000053.mp4,YkpkTy5Xs3w,position_mixed_5,6894,False
answering questions,answering questions,kinetics-dataset/val/answering questions/5bGElGxGhbs_002934_002944.mp4,5bGElGxGhbs,position_mixed_5,4031,True
washing hair,waxing eyebrows,kinetics-dataset/val/washing hair/khMaJTS1YgE_000017_000027.mp4,khMaJTS1YgE,position_mixed_5,3317,False
windsurfing,windsurfing,kinetics-dataset/val/windsurfing/mdmkxX5z-fA_000060_000070.mp4,mdmkxX5z-fA,position_mixed_5,667,True
pole vault,pole vault,kinetics-dataset/val/pole vault/-eq5-ZoYv4Y_000006_000016.mp4,-eq5-ZoYv4Y,position_mixed_5,1690,True
reading book,testifying,kinetics-dataset/val/reading book/STS-nvgZWWM_000011_000021.mp4,STS-nvgZWWM,position_mixed_5,4695,False
faceplanting,faceplanting,kinetics-dataset/val/faceplanting/-0ew-c0w7uc_000002_000012.mp4,-0ew-c0w7uc,position_mixed_5,1987,True
massaging back,massaging back,kinetics-dataset/val/massaging back/GriF7tGZeuY_000509_000519.mp4,GriF7tGZeuY,position_mixed_5,287,True
eating carrots,eating carrots,kinetics-dataset/val/eating carrots/gYAO5IxnTa4_000022_000032.mp4,gYAO5IxnTa4,position_mixed_5,1653,True
playing organ,playing organ,kinetics-dataset/val/playing organ/U6emWTjz4gE_000195_000205.mp4,U6emWTjz4gE,position_mixed_5,774,True
hula hooping,hula hooping,kinetics-dataset/val/hula hooping/ghyrOj-64-I_000001_000011.mp4,ghyrOj-64-I,position_mixed_5,686,True
sharpening pencil,dying hair,kinetics-dataset/val/sharpening pencil/JvY5s0Ap1f4_000013_000023.mp4,JvY5s0Ap1f4,position_mixed_5,1559,False
playing cricket,playing cricket,kinetics-dataset/val/playing cricket/-J8NeF13oN0_000017_000027.mp4,-J8NeF13oN0,position_mixed_5,2076,True
yoga,yoga,kinetics-dataset/val/yoga/-IeJ0CF3huY_000016_000026.mp4,-IeJ0CF3huY,position_mixed_5,5680,True
blowing out candles,blowing out candles,kinetics-dataset/val/blowing out candles/VmdSMhng5y0_000059_000069.mp4,VmdSMhng5y0,position_mixed_5,6262,True
cleaning floor,crawling baby,kinetics-dataset/val/cleaning floor/X_Acgnt-6z0_000008_000018.mp4,X_Acgnt-6z0,position_mixed_5,2322,False
changing wheel,planting trees,kinetics-dataset/val/changing wheel/auHqPVQAz5E_000067_000077.mp4,auHqPVQAz5E,position_mixed_5,2499,False
exercising arm,exercising arm,kinetics-dataset/val/exercising arm/6N0uPlyK8ak_000050_000060.mp4,6N0uPlyK8ak,position_mixed_5,5654,True
stomping grapes,stomping grapes,kinetics-dataset/val/stomping grapes/Jps_ov3HZIY_000042_000052.mp4,Jps_ov3HZIY,position_mixed_5,2103,True
milking cow,milking cow,kinetics-dataset/val/milking cow/Tm6IZIFxl8Q_000046_000056.mp4,Tm6IZIFxl8Q,position_mixed_5,1338,True
